userName,score,at,content
andri azhari,1,05/22/2023 06:17:00,Aplikasi tidak bisa update
Mokhammad Kholil,5,05/22/2023 06:14:00,Good
afini maula,1,05/22/2023 05:44:00,"udah gk worth it, terlalu banyak biaya tambahan"
lucky martini akbari wardoyo,5,05/22/2023 05:43:00,cepat datangnya
Ryan Harfiz,5,05/22/2023 05:40:00,cepat
Lia Liok,5,05/22/2023 05:39:00,mempermudah
Ika Hermawati,3,05/22/2023 05:31:00,Engga ada voucher atau promo padahal tiap hari naik grab dan sering isi pmbayaran pakai ovo
Siti Nurhasanah,5,05/22/2023 05:27:00,selama ini sih sy pake greb enak aj.. tidak ad yg mengecewakam
inggit syunan,5,05/22/2023 05:20:00,driver ramah
nurniaty urnie,5,05/22/2023 05:12:00,ok
Hendrik 012,1,05/22/2023 05:10:00,"Tiap masuk app sllu ga muncul gambarnya, putih aja doang, gmn mau order makanan coba gambar aja gaada, dikira sinyal tp ke app lain lancar, udh lama gini trs jd males pakenya"
Rahmat Reformawansyah,5,05/22/2023 05:06:00,mantap
Muhamad Khoirin,5,05/22/2023 05:02:00,bagus
Fahrul Dzi,5,05/22/2023 05:00:00,mantap
Ir Mawan,5,05/22/2023 04:45:00,pelayanan baik
Liangga Rahayu7,5,05/22/2023 04:24:00,"Min, grab ada harga yang buat pelajar gak min? Uang jajan saya kepotong melulu nih min buat ngegrabðŸ˜ž"
Marni Maesaroh,5,05/22/2023 04:23:00,bagusd
Rifki Ahmad,5,05/22/2023 04:23:00,Grab lounge sangat nyaman dan ramah
Rohmawati Widiastuti,1,05/22/2023 04:22:00,"Maaf aku kasih bintang 1 , 20 Mei 2023 sy top up 40Rm melalui mbanking, saldo sudah berkurang tapi top up belum masuk . Sudah email tapi tidak direspon !!!!"
Amell Amell,5,05/22/2023 04:15:00,Saya sangat nyaman sekaliâ™¥ï¸?
Suhartono bhonol,4,05/22/2023 04:08:00,pokoknya mantap
Nancy ekawati,3,05/22/2023 04:07:00,terlaku kecil ayamx
maria ulfa,5,05/22/2023 03:53:00,ok
Alifa Raudah,5,05/22/2023 03:52:00,"mantap ðŸ‘?, ngantar anakÂ² lebih aman pakai Grab ðŸ˜Š"
Kampung Pesilat,5,05/22/2023 03:48:00,qq
Aris Zuliyanto (Aris),5,05/22/2023 03:42:00,meringankan kebutuhan perjalanan
Bebi Suandi,5,05/22/2023 03:37:00,mantapp
Sugi Bong,5,05/22/2023 03:31:00,sangat puas
herman syah,5,05/22/2023 03:06:00,sangat membantu
Citra Permatz,5,05/22/2023 02:55:00,Hmmmm bagoos
Tri Candra Tirto Aji,5,05/22/2023 02:51:00,mantap banyak promo jadi lebih hemat
Wiliamsyah Jurig aspal,1,05/22/2023 02:49:00,"bnyak biaya ini itu nya ,resto di cekik,castamer pun sama ,bnyak biaya layanan ini itu nya skrng grab"
Yunita Nesi,5,05/22/2023 02:40:00,sangat bagus
Tarti sutarti,5,05/22/2023 02:27:00,layanan nya bagus.tolong pertahankan
Mar Sini,5,05/22/2023 02:22:00,Polsek Papanggo
Rizky Munthe,5,05/22/2023 02:08:00,Mantap aplikasinya
Miftahul Ilmi,5,05/22/2023 02:06:00,ok
Aiman TinOe,4,05/22/2023 02:05:00,Butuh Dana untuk kebutuhan dengan bunga rendah ðŸ™?ðŸ™?ðŸ™?
Rifqi Nano,5,05/22/2023 02:00:00,Sangat puas
Jenny Hulia19,5,05/22/2023 01:58:00,keren
annas utomo,5,05/22/2023 01:46:00,Bagus
Kucluk Sanoto,5,05/22/2023 01:44:00,Sangat membantu
zonex 01,4,05/22/2023 01:27:00,Ok
Agus Yudi,5,05/22/2023 01:21:00,ok ðŸ‘Œ
Indra Imawan,5,05/22/2023 01:11:00,apk simple
Ria Susmita,5,05/22/2023 01:11:00,mantap
Alva Wiena Elungan,1,05/22/2023 01:09:00,Apk pembunuh MITRA DRIVER
Bhineka Pinata,5,05/22/2023 01:04:00,sukses slalu
Desi Erlina,5,05/22/2023 00:45:00,bagus
Marlina Darwis,5,05/22/2023 00:39:00,"sangat mudah mnggunakan aplikasinya, mantap dan sukses grab"
Sariani,5,05/22/2023 00:30:00,bagus
Supar Tarjo,4,05/22/2023 00:15:00,Yang ter baek saya harab kan
Opus,5,05/22/2023 00:09:00,Msakan bebek enak ouh
Suhanah Burhan,4,05/22/2023 00:00:00,mantap
Mas Yanto,5,05/21/2023 23:53:00,sangat bagus
Fendy Smiler,5,05/21/2023 23:43:00,"Terimakasih Ka, semoga selamat dalam perjalanan, sukses selalu"
Anthony Berlyzen,5,05/21/2023 23:39:00,pelayana yang sangat baik
Danil Dan,2,05/21/2023 23:36:00,Bgs
Hamirullah Harahap,5,05/21/2023 23:27:00,baik
Siyamah Siyamah,5,05/21/2023 23:16:00,Menyenangkan
Sultan Jenggo,3,05/21/2023 23:14:00,Wiia
Fanny Eriksoon,5,05/21/2023 23:13:00,mantap
Mira Aji,1,05/21/2023 23:13:00,Updetnya susahh
Hanna 13,5,05/21/2023 22:45:00,ðŸ‘?ðŸ‘?ðŸ‘?
NUR AHMAD,3,05/21/2023 22:26:00,Good
Ibu Saya,5,05/21/2023 22:19:00,pelayanan yang baik
Sahid Avaro119,5,05/21/2023 21:40:00,Ok
Rasam Pemancingan,2,05/21/2023 20:35:00,mantap
Baihaki,2,05/21/2023 20:11:00,"Stiap pesan promo, driver ga ada yang ambil, pelayanan grab skarang mengecewakan"
Iqbal Hidayat,1,05/21/2023 19:45:00,Ok
Darus Saman,5,05/21/2023 18:53:00,"nyaman, bersih, bersahabat"
Jaenal Mustofah,5,05/21/2023 18:35:00,ramah
Astarte Parabellum,5,05/21/2023 18:17:00,top
Dwijatisusilo Dwijatisusilo,1,05/21/2023 17:49:00,Qqqq di dunia ini ada ga
Sasmita Moncoz,5,05/21/2023 17:48:00,ðŸ‘?ðŸ‘?ðŸ‘?ðŸ‘?ðŸ‘?ðŸ‘? ramah ojol nya
Bankhan,5,05/21/2023 17:20:00,Ok
Budi Wicaksono,5,05/21/2023 17:12:00,is veryÂ² good.
SMJ RMD,5,05/21/2023 17:11:00,ok
affandi paparade,5,05/21/2023 16:49:00,mudah untuk dipakai.
Amelia Putri,5,05/21/2023 16:44:00,sangat puas
Ririn 1404,4,05/21/2023 16:30:00,sy coba dulu soalnya udh lama banget sy gk menggunakan aplikasi ini 4bintang dulu ðŸŒŸðŸŒŸðŸŒŸðŸŒŸ
Eno Beno,5,05/21/2023 16:02:00,bagus
Tetangganya Spongebob 6,5,05/21/2023 15:48:00,Keren banget
M Wahyu Royen,5,05/21/2023 15:30:00,gercep
Bos muda Mudah,5,05/21/2023 15:30:00,bagus
Wahyuda Wahyuda,5,05/21/2023 15:29:00,ok
Hayam Hayim,5,05/21/2023 15:26:00,Mantap
Alexanrio Pakpahan,1,05/21/2023 15:22:00,Sering mesan grabfood selalu makanan sampah yg datang..tolong lah grab jangan asal diterima warung warung yang mau daftar...agak agak disortir warung yg mana layak terdftar diaplikasi.begini kan jadi rugi pelanggan ..
Baem Ragel,5,05/21/2023 15:05:00,ramah .sopan
Elisaaa Lis,5,05/21/2023 15:00:00,bagus
Raden Ismail,5,05/21/2023 14:59:00,mantap
Ade Tiasafitri,5,05/21/2023 14:52:00,Sanngatt membantu
van brema,1,05/21/2023 14:48:00,Driver korban promo Orderan ga ada oprec berkelanjutan Miskin
denny hadiyat,2,05/21/2023 14:43:00,awalnya 2 kali dibatalkan ..
deni sofiman,5,05/21/2023 14:43:00,"Mantaaaaap dah grab, tepat waktu"
Serli Tarigan,5,05/21/2023 14:37:00,terimakasih pak
Jono Mudjiono,4,05/21/2023 14:24:00,terimakasih
An Again,1,05/21/2023 14:24:00,Diskon ok tp aplikasine wagu
DELON KAKA,5,05/21/2023 14:18:00,Sangat Bagus
Muhammad Reza,1,05/21/2023 14:14:00,appan dah gak bisa cod aelah
Irwan Syah,5,05/21/2023 14:08:00,pengantaran tepat waktu dan ramah
Ajay Kopaja,5,05/21/2023 14:02:00,Ga bisa di donlot aneh
Fajarhandi Fajar,5,05/21/2023 14:01:00,sangat bagus
Mas Qur,5,05/21/2023 13:43:00,Kenapa instal gagal terus
Dina Nirwana,1,05/21/2023 13:42:00,Di saya apknya engk bisaaa
Dwi Raharjo,5,05/21/2023 13:35:00,"ok,good"
Jessica Christiani,5,05/21/2023 13:32:00,"Bagus untuk pesan makanan , kendaraan dllðŸ˜ŽðŸ‘?"
Nur Wahyu,5,05/21/2023 13:30:00,update terus sih
Sarwono,5,05/21/2023 13:20:00,sip lah pokoke
Aris official Jreng jreng,5,05/21/2023 13:15:00,pengemudi atribut lengkap dan on time
wildani dewi,5,05/21/2023 13:00:00,"ramah,mobil bersih dan rapi"
30_ Sugeng Pranoto,5,05/21/2023 12:49:00,very good
dieny sathreeana,5,05/21/2023 12:40:00,pokoknya sangat puas dengan semuanya..
Julia Julio,5,05/21/2023 12:37:00,Sangat membantu aktivitas
Imam Arif,5,05/21/2023 12:19:00,Ok promonya
Zulfian Maulan,1,05/21/2023 12:09:00,"Sangat kecewa, tidak tau alasannya apa aku saya di tangguhkan, saya pastikan rating turun kalo menangguhkan akun customer tanpa tau sebabnya apa , apa anda sudah tidak butuh suport customerðŸ¤¨"
oban Robandi,5,05/21/2023 11:56:00,Memuaskan
Hanjaya Saleh,5,05/21/2023 11:54:00,tepat waktu
Fahri Xketum,5,05/21/2023 11:54:00,ada voucher diskon ..jd tambah murah
Ratnasari Sari,5,05/21/2023 11:51:00,good
Novi Istikharah,5,05/21/2023 11:51:00,selalu oke
RIska Mojambo,4,05/21/2023 11:50:00,layanan nya mantap
Winda dwi Ayu,5,05/21/2023 11:50:00,good
Pk Serberuz,5,05/21/2023 11:47:00,oke
hady Iskandar,5,05/21/2023 11:47:00,Good Job
Doni Gunawan,3,05/21/2023 11:35:00,Hallo coba dong perbaiki ini kalo pesen apa apa masaiya ada biaya apa aja biaya pemesanan atau apa masa kalah sama yg lain
Apep Komarudin,5,05/21/2023 11:32:00,baik
Gusti Ramadhan Wage,1,05/21/2023 11:28:00,"Makin gak jelas, mau login aja susah!! Tutup aja udah aplikasinya"
Dwi Yanto,5,05/21/2023 11:27:00,semoga awet sukses
Vera Marleni,5,05/21/2023 11:26:00,Selalu membantu
Rohim Haeruri,5,05/21/2023 11:14:00,Beri Kemudahan dan pelayana terus
Anna Zia,4,05/21/2023 11:09:00,Bgus
Irpan ginting24,1,05/21/2023 11:07:00,Harga biasa rm5 rm6 boleh pula naik Rm10 tak jauhpun suka suka naik harga. Dia kira cari uang senang kotðŸ¥º
Retno Setiawan,5,05/21/2023 10:52:00,baik
mahmuda firdiani,5,05/21/2023 10:46:00,pengemudi ramah
Handri Darmawan,3,05/21/2023 10:34:00,"Kenapa ya grab sekarang agak ribet,kita bawa barang standar jalan yang nentuin driver lewat tol padahal hari Minggu jalan sepi.orang pun hanya dua jadi sekarang driver yang pada seenaknya.pelayanan seperti engga ramah."
Kapusan Katresnan,5,05/21/2023 10:31:00,mantapss
Siti Juleha,4,05/21/2023 10:30:00,God job
Fransisco Cumbolo,5,05/21/2023 10:22:00,mantap
Agus Nurohim,1,05/21/2023 10:18:00,Aplikasi ga jelas... Kenapa ga jadi pelawak jaðŸ˜?
Oji Bae,5,05/21/2023 10:11:00,sangat membantu
Andry Gunawan,5,05/21/2023 10:08:00,bagus
Agus Supriatna,5,05/21/2023 09:55:00,the best
Satria Pamungkas,5,05/21/2023 09:47:00,UWooooooooo...........
VERONIKA SEPTI,5,05/21/2023 09:41:00,mantap drivernya tau aja kita lg urgent
Muhammad Wahyu Ibrahim,1,05/21/2023 09:38:00,"Gak ada diskon makanan yang bisa dipakai, sekalinya ada potongan kecil banget"
Mohamad hananda Alamsyah,1,05/21/2023 09:25:00,Aplikasi tolol mau logika verifikasi nomer sampe 3 kali pas udah bisa masuk malah akun ditangguhkan goblokk gak jelas
rio didik303,4,05/21/2023 09:20:00,pelayanan yg sangat baik TRIms
Yuliani Suhendi,5,05/21/2023 09:16:00,Is the best
Saifel Maulana,5,05/21/2023 09:04:00,thank you
Gina Kartini91,5,05/21/2023 08:52:00,ok
Tea Anaconda,5,05/21/2023 08:46:00,"saya sula sama driver yg sabar dan tidak buru2, tenang tp sampai dg selamat"
Febryan Fathir,5,05/21/2023 08:39:00,Top BGT
Mario angello,5,05/21/2023 08:36:00,banyak promonya. sukses terus yah
adly nurzaka,5,05/21/2023 08:26:00,good
robert Sinaga,4,05/21/2023 08:25:00,untuk saat ini 4 ya. kalau ada orderan kita akan review ulang lagi.
Syihab Ahmad,1,05/21/2023 08:09:00,Jelek
Diana,5,05/21/2023 07:59:00,bagus sangat mmbantu
Nur Aini,5,05/21/2023 07:57:00,baik
susilawati sanjaya,5,05/21/2023 07:56:00,"gak pake lama, driver ramah"
Qodri Rosyid (Rosyid),4,05/21/2023 07:53:00,bagus lebih di kembangkan lagi
Hendys Hertommy,5,05/21/2023 07:42:00,mantap
Sutiono Spdi,2,05/21/2023 07:37:00,"Ni! Kmnnmmmmmmmmmmmnmm, , Morning i"
Intan Jaya,4,05/21/2023 07:37:00,mantap
Ropii 428,5,05/21/2023 07:36:00,Sangat baik
Tahya Suherman,5,05/21/2023 07:34:00,the best lah
Imron arsadi,5,05/21/2023 07:27:00,top
Yusup Karnashi,1,05/21/2023 07:17:00,"tolong untuk pihak admin grab, ceo atau siapapun, soal kembalian uang jangan sampai harus di kasih semuanya. harga 12, uang 20rb. dikasi semuanya karna gak ada kembalian. sama aja kalo ke tempat a harganya 20rb. tolong dong untuk yang kayak gini"
Luluk Trisnawati Eko,5,05/21/2023 07:16:00,bagus sekali
Prian Utama (AR - ROSYID),1,05/21/2023 07:12:00,ok
Siti Rohimah,5,05/21/2023 07:11:00,Alkhamdulilah sangat membantu
Muhamad Toyib,5,05/21/2023 07:06:00,moga grab selalu jadi no satu. untunk selalu di mengerti masarakat. biar tambah exsis
Hendriyanto,5,05/21/2023 07:01:00,pelayanan baik ramah
haflina sari Pane,5,05/21/2023 06:57:00,ramah
Uci Anwar sanusi,5,05/21/2023 06:56:00,memudahkan konsumen...
Jaya Rahayu,5,05/21/2023 06:54:00,sopirnya ramah dan kooperatif.
Fatir Dwitantra,5,05/21/2023 06:53:00,mantaaaap
Darwin Tan,5,05/21/2023 06:50:00,Good
Evie K.A,5,05/21/2023 06:50:00,thankyou grab malaysia... nice drive
Heppi Ani,5,05/21/2023 06:48:00,Nyaman
Minar Ni,5,05/21/2023 06:39:00,ðŸ‘Œ
kelpin fardiansyah,1,05/21/2023 06:23:00,Parah bangget nih aplikasi aneh banget mao bikin id aja ga bisa aneh banget stuck pas di mqsukin nomer handphone
Firman Syach,5,05/21/2023 06:16:00,"ramah ,,sopan...joozz pokokmen"
Yuniati Hidiakari,5,05/21/2023 06:16:00,ðŸ‘?ðŸ‘?ðŸ™?
Anita nita,1,05/21/2023 06:09:00,"Kutengo, makin hari makin naik harga ongkir untuk pemesanan makanannya. Padahal dekat aja. Keterengannya di awal 7 ribu ongkir. Setelah mau dipesan jadi 20 ongkirnya. Lebih mahal ongkir daripada harga makanan.ðŸ‘ŽðŸ‘Ž"
Zivara Anabella_An,1,05/21/2023 06:06:00,Assalamualaikum pak maaf saya tadi cuman bohong.ini bagus kok buat saya ðŸ™?ðŸ™?
Adi Candra,5,05/21/2023 05:58:00,sangat memuaskan
Xx_i Salwa,1,05/21/2023 05:57:00,"Grab hanya mendengarkan keluhan penumpang di banding para driver nya Driver grab seolah"" layak nya seperti budak aplikasi dan costumer grab"
Arles Mubarok,5,05/21/2023 05:53:00,Sangat membantu kami
Arba Lensa,1,05/21/2023 05:52:00,"Apasih,, sekelas GRAB kok aplikasi suka bug... Buka menu kok white screen,, astagaaaaaaaaaaa"
Nungki S Nurhidayanto (Key),1,05/21/2023 05:49:00,Ga bisa update dan instal
yudi_channel,1,05/21/2023 05:47:00,On bite kurang bagus buat aku pemula on dari jam 7 pagi sampe jam 22 : 00 cuman 1 orderan
Gumpar h Simanjuntak,5,05/21/2023 05:45:00,mantap
jasani putra,5,05/21/2023 05:41:00,Sangat bagus
Nunung Yusdin,4,05/21/2023 05:40:00,Cukup membantu
Rudy Alimuddin,5,05/21/2023 05:37:00,Grab tetap yang terbaik
joega hardyant,5,05/21/2023 05:31:00,good job
Hanavi Leo,3,05/21/2023 05:18:00,mudah dan gampang
Henry Koandinata,5,05/21/2023 05:17:00,very polite
IKAC Channel,4,05/21/2023 05:15:00,Tambahin qr kreta api dong biar enak
Reni Affanza,5,05/21/2023 05:14:00,Sangat baik
Sunih Sunih,3,05/21/2023 05:10:00,mantap lah
Ali S. Ibrahim,5,05/21/2023 05:08:00,nyaman.
Ramlan Skp,5,05/21/2023 05:07:00,Semoga jaya terus
Hardi Aziz,5,05/21/2023 05:02:00,Nyaman bersama grab
Syahfrial Wibowo,5,05/21/2023 04:59:00,maksih
Diyono Yono,5,05/21/2023 04:52:00,layanan mantap tepat waktu
Ayong 11,5,05/21/2023 04:51:00,Gabung
WANDY BOBA99,5,05/21/2023 04:43:00,mantap
samsudin muh,1,05/21/2023 04:42:00,Ognkomkntm
Mega Indah,5,05/21/2023 04:42:00,baik
Mandaferdinand Tambunan,5,05/21/2023 04:28:00,baik
Siti Mariam,5,05/21/2023 04:27:00,Mau pke grb anter barang tp gk bisa byr cash
Ana Nurrohmatin,5,05/21/2023 04:27:00,baik
VALEN. TN,5,05/21/2023 04:25:00,pelayanan Bagus
Imas Stiawati,5,05/21/2023 04:25:00,grab thebest
Okky Bimo,5,05/21/2023 04:24:00,Terima kasih banyak
Syaputra 25,1,05/21/2023 04:24:00,Ini aplikasi grab masih bisa di pake ga???susah banget buat di instal nya udah lebih 10 tapi tetep ga bisa
Ahmad Yani,3,05/21/2023 04:18:00,Ok sekali mi
Rifky Setiawan,2,05/21/2023 04:16:00,Uwhwyshshskskenysgegdhd auangd rjrndindbdjdb artinya: aku cinta kamu
Taufiq Purwanto,1,05/21/2023 04:05:00,ok
Zahra Hayati,5,05/21/2023 04:00:00,pelayanan bagus
fahmy Md07,5,05/21/2023 03:49:00,ok
Miaa Nadjamuddin,1,05/21/2023 03:49:00,udh smpe berapa kali di coba kode verivikasi nya gak adaðŸ—¿
Syah Lala,5,05/21/2023 03:32:00,trimakasih grab
Faanoli Laia,5,05/21/2023 03:30:00,saya sangat bags perjalanan grab
Debi Muzdalifah,5,05/21/2023 03:28:00,ramah di kantong
ratnasari,5,05/21/2023 03:20:00,goodjob
Ridho Iryansyah,5,05/21/2023 03:13:00,supir sangat ramah
zola absyar,5,05/21/2023 03:13:00,keren driver nya mas zola driver grab batam sangat baik
Aji Pangestu,2,05/21/2023 03:12:00,D x nxfih xd bisa jadi karena tidak bisa
Kipas Angin,5,05/21/2023 03:12:00,ok
My,4,05/21/2023 03:11:00,"luncurkan aplikasi grab versi lite, khusus untuk order grab bike dan grab car tanpa ada menu atau fitur lain agar performa lebih cepat tnpa memakan ruang penyimpanan dan RAM."
Bora Shina,1,05/21/2023 03:01:00,"Aplikasi nya gabisa diupdate, udh mana harus update dulu baru bisa pesan ckck jadi aku lagi butuh cepat malah gabisa dipake gmn gehhh tolong dongggggggggg"
Umi Fatonah,5,05/21/2023 02:55:00,Baguss
Edy Susilo,5,05/21/2023 02:53:00,jos
Egi Godoy,5,05/21/2023 02:41:00,sanggat bermanfaat banget
Rohadi S H,5,05/21/2023 02:33:00,pelayanan bagus
Wayan Karunia Jaya,5,05/21/2023 02:32:00,Pengiriman cepat dan aman.
samsurya puspa,5,05/21/2023 02:32:00,Baik
Ryani Azizah,5,05/21/2023 02:29:00,Mcb
Ponos Eusebeia,5,05/21/2023 02:28:00,Ok
dhuwy budianto,5,05/21/2023 02:09:00,penggunaannya cukup gampang
Tulus Dwi siamtanto,5,05/21/2023 02:00:00,mntap
fatimatus zahroh,5,05/21/2023 01:52:00,lebih suka aja banyak promosi lebih murah aja
Chairun Nisa,5,05/21/2023 01:49:00,"Mengutamakan kenyamanan,ramah."
Roony Indracahya,5,05/21/2023 01:44:00,mantap
Febriza Handayani,5,05/21/2023 01:38:00,sangat bagus
A Dani,2,05/21/2023 00:55:00,bagus
dinego aja say,1,05/21/2023 00:46:00,Awal Topup 20Rb Masih Gabisa Dipakai Promonya. Smpai topup 40Rb pun tetep gabisa pesan. Giliran gak dipasang vocer promonya Pemesanan Bisa . Lalu Fungsinya apa vocer promo Kalau Gak Bisa Dipakai?. Pemanis Saja Kah?. Kooperatif dong.
Topik Sapalas,5,05/21/2023 00:39:00,Bagus
Sitipatimah Patimah,1,05/21/2023 00:31:00,Sulit me donlot
HIZYAM MURDER 666,1,05/21/2023 00:16:00,Gak guna
Mulki Apdinillah,4,05/21/2023 00:15:00,Grab miskin driver
Andik Pamot chanell,5,05/21/2023 00:12:00,Jos
Suryo Galunggung,1,05/21/2023 00:07:00,Asu
Aji,5,05/20/2023 23:57:00,ada grab jadi ga ribet ...
Hery Budianto,5,05/20/2023 23:55:00,Terima Kasih
Nina Adhira,5,05/20/2023 23:50:00,nyaman
Muhammad Taufik,5,05/20/2023 23:09:00,selalu ontime
Juli andi,5,05/20/2023 23:05:00,Ko ko ibu 99 kok 0oo
Nanik Manize,5,05/20/2023 22:53:00,jaringan stabil luar biasa cepat terhubung ke pengemudi.. pelayanan baik.. tingkatkan kembali agar bisa bersaing dg yg lain
Wawan Dwi H,5,05/20/2023 22:40:00,bagus cepat
muhamad mulyadi,5,05/20/2023 22:05:00,gaspooll guys
asraf wafiudin,5,05/20/2023 21:42:00,lebih di tingkatkan lagi kualitas dan kuantitas
dede Ajah,5,05/20/2023 21:16:00,baik banget terimakasih
meylani maulidya,1,05/20/2023 20:49:00,gak bisa pembayaran ovo sudah di topup sudah di utak atik sudah ke pusat bantuan tetap gabisa pembayaran menggunakan ovo hadeeh
Ahmad Basyori,5,05/20/2023 19:59:00,mantap
Daniel budiarto,5,05/20/2023 19:35:00,sangat terbantu.
Emi Pratiwi,5,05/20/2023 19:28:00,memuaskan
Riyanto Too,5,05/20/2023 19:24:00,Mantap
Rona Gusromiyati,4,05/20/2023 17:59:00,good job
Mochamad Yusuf,5,05/20/2023 17:56:00,ok
Santi Nurafni,5,05/20/2023 17:56:00,ðŸ…‘ðŸ…?ðŸ…–ðŸ…¤ðŸ…¢
suci wulandari,5,05/20/2023 17:43:00,pelayanan baik
Khamdan Dan,5,05/20/2023 17:41:00,enak
Aa Bebenmfc,5,05/20/2023 17:02:00,Ok bhuangettt
Mul Gan,5,05/20/2023 16:39:00,Sangat membantu
Idris Zens,5,05/20/2023 16:39:00,Good
Rahmad adi putra,5,05/20/2023 15:47:00,"Maunya grab , bayar tagihan, ada pembayaran dengan kartu kredit, untuk sekarang cuma bisa ovo"
Supri Yanto,1,05/20/2023 15:32:00,Kok grab jadi ngeleg iya sekarang
Sutar Tarno,5,05/20/2023 15:24:00,mantap drifernya ramah & sopan
Ridwan Oki,4,05/20/2023 15:15:00,bgus
Titik Nur Solikah,5,05/20/2023 14:52:00,Untuk GrabFood jarang ada cancel an
Ma'in Ariya saputra,5,05/20/2023 14:51:00,drivernya ramah dan tidak sombong
Arya Soma,4,05/20/2023 14:51:00,Ok
Ramadan 1001,5,05/20/2023 14:25:00,ok
Henry Gusman,5,05/20/2023 14:18:00,murah fasilitas lengkap
Nur Rohmat,5,05/20/2023 14:15:00,tepat waktunya ramah driver nya
Ikan Predator,5,05/20/2023 14:10:00,ok
Nuyanih Asmit,5,05/20/2023 13:48:00,pokoknya mantap
warno warno,5,05/20/2023 13:37:00,bermanfaat
novika lusia,5,05/20/2023 13:37:00,Saya ucapkan terimakasih untuk Pihak Grab dengan memberikan layanan Customer yang semaksimal mungkin. Memberi penjelasan yang jelas dan detail kepada Customer dan saya merasa terbantu dengan layanan Customer yang pihak Grab berikan. Salut dengan Grab dan tetap pertahankan memberi layanan yg baik untuk customer. Semoga Grab semakin maju dan semakin sukses kedepannya. Terimakasih :)
Putra Iqdaf,5,05/20/2023 13:34:00,Los jos
achmad Taufik,5,05/20/2023 13:20:00,Good
Tri Puji Astuti,1,05/20/2023 13:19:00,Coba coba coba ga bisa di download
Amelia Lia,5,05/20/2023 13:17:00,bagus tidak tipu
Muhammad Farhan Izamudin,1,05/20/2023 13:08:00,Pelayan buruk biasanya pesan rocket chicken cuman 10 menit sekarang hampir 1 jam blm selesai mana driver tidak menjawab ga bisa di hubungi saya sudah lama menggunakan app ini baru Sekarang saya di bikin kecewa dan akhirnya dibatalkan sama grab sudah nunggu 1 jam lebih malah gini huh
Liken Luhantoro,4,05/20/2023 13:07:00,oke
Netty Herliana Wjc,5,05/20/2023 12:47:00,luar biasa cepat dan ramah mas nya
Abram Setyawan,5,05/20/2023 12:46:00,ok
Dody Sinaga,1,05/20/2023 12:34:00,Eror white scren Mulu Gak guna jadinya
lovina rahma,1,05/20/2023 12:31:00,loginnya susah dan lama banget
Pedro Cavalera,4,05/20/2023 12:30:00,good
FARIDA SURYANI,5,05/20/2023 11:57:00,sangat memuaskan
ERNA SILFIANDINI,5,05/20/2023 11:50:00,sangat membantu
Wawan suhartawan,5,05/20/2023 11:48:00,mantap.
Ahmad ardian,5,05/20/2023 11:45:00,Apk nya sampai sekarang masih bagus ðŸ™?ðŸ™?ðŸ™?
Tashudi Hudi,5,05/20/2023 11:42:00,good
Ligar G Z,5,05/20/2023 11:40:00,mantap
Bian Sofian,5,05/20/2023 11:32:00,Sangt baus
erooslie marasa,4,05/20/2023 11:28:00,ok mantap
Lina Suryadi,5,05/20/2023 11:23:00,ðŸ¥¶ðŸ¥¶ðŸ¥¶ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±ðŸ˜±
Oot Safitry,5,05/20/2023 11:15:00,ok
Ewing Bobba,1,05/20/2023 11:12:00,"Cuma punya 1 nomer HP dan pas instal ulang GAK bisa login pake FB. Mau daftar baru pake Email tetap gk bisa! kecuali punya nomer HP baru, merepotkan sekali. Hapus lagi saja"
